candidate_id,source_run,record_id,decision,status,doi,title,folder,attempt_count
update_2026-08-09__rec_000138,update_2026-08-09,update_2026-08-09__rec_000138,INCLUDE,pdf_downloaded,10.64898/2026.07.08.737248,"OCellus: A Language-Model Framework for Single-Cell, Spatial, and Perturbation Biology with Natural-Language Reasoning",/Users/bogdan.didenko/lpnu/review/data/living_catalog_updates/update_2026-08-09/05_fulltext/workers/worker_04/update_2026-08-09__rec_000138__OCellus_A_Language-Model_Framework_for_Single-Cell_Spatial_and_Perturb,24
update_2026-08-09__rec_000219,update_2026-08-09,update_2026-08-09__rec_000219,UNCERTAIN,pdf_downloaded,,Building Knowledge-Enhanced AI Co-Scientists for Biomedical Discovery,/Users/bogdan.didenko/lpnu/review/data/living_catalog_updates/update_2026-08-09/05_fulltext/workers/worker_04/update_2026-08-09__rec_000219__Building_Knowledge-Enhanced_AI_Co-Scientists_for_Biomedical_Discovery,21
