record_id,candidate_id,title,doi,final_code,uncertainty_reason,final_docling_status,selected_attempt_status,source_kind,source_file,docling_json,markdown,chunks,chunk_count,figure_count,figures_manifest,manifest,output_root,attempt_count,notes
rec_003448,full_2026-07-06__rec_003448,AI for Scientific Discovery in Omics Data-Driven Precision Medicine.,,none,paper_type_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/retry_batch_090_119/full_2026-07-06__rec_003448__AI_for_Scientific_Discovery_in_Omics_Data-Driven_Precision_Medicine./full_text_05_europepmc_title_Europe_PMC.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_003448.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003448.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_003448.jsonl,88,6,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_003448/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_003578,full_2026-07-06__rec_003578,"Causal Circuit Tracing Reveals Distinct Computational Architectures in Single-Cell Foundation Models: Inhibitory Dominance, Biological Coherence, and Cross-Model Convergence",10.48550/arXiv.2603.01752,none,text_component_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_200_249/full_2026-07-06__rec_003578__Causal_Circuit_Tracing_Reveals_Distinct_Computational_Architectures_in/full_text_01_arxiv_pdf.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_003578.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003578.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_003578.jsonl,144,14,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_003578/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_003613,full_2026-07-06__rec_003613,Generalist biological artificial intelligence in modeling the language of life,,none,paper_type_unclear,docling_ok,ok,html,data/full_text_missing_uncertain_retry_2026-07-08/standard_retry/run__rec_003613__Generalist_biological_artificial_intelligence_in_modeling_the_language/full_text_01_openalex_title_landing_page_ur.html,data/docling_uncertain_html_no_vlm_2026-07-08/documents/html_rec_003613.docling.json,data/docling_uncertain_html_no_vlm_2026-07-08/markdown/html_rec_003613.md,data/docling_uncertain_html_no_vlm_2026-07-08/chunks/html_rec_003613.jsonl,306,,,data/docling_uncertain_html_no_vlm_2026-07-08/manifests/docling_html_manifest.json,data/docling_uncertain_html_no_vlm_2026-07-08,1,
rec_003620,full_2026-07-06__rec_003620,ST-Align: Multi-Scale Image-Gene Foundation Modeling for Spatial Transcriptomics via Spot-Niche Alignment,,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_problem_retry_2026-07-08/manual_downloads/rec_003620_st_align_multi_scale_image_gene_foundation_modeling.pdf,data/docling_uncertain_manual_downloads2_no_vlm_2026-07-08/documents/rec_003620_st_align_multi_scale_image_gene_foundation_modeling.docling.json,data/docling_uncertain_manual_downloads2_no_vlm_2026-07-08/markdown/rec_003620_st_align_multi_scale_image_gene_foundation_modeling.md,data/docling_uncertain_manual_downloads2_no_vlm_2026-07-08/chunks/rec_003620_st_align_multi_scale_image_gene_foundation_modeling.jsonl,55,2,data/docling_uncertain_manual_downloads2_no_vlm_2026-07-08/figures/rec_003620_st_align_multi_scale_image_gene_foundation_modeling/figures_manifest.json,data/docling_uncertain_manual_downloads2_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_manual_downloads2_no_vlm_2026-07-08,1,
rec_003627,full_2026-07-06__rec_003627,Towards Spatial Transcriptomics-driven Pathology Foundation Models,,none,paper_type_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/retry2_batch_050_074/full_2026-07-06__rec_003627__Towards_Spatial_Transcriptomics-driven_Pathology_Foundation_Models/full_text_02_semantic_scholar_title_arxiv_p.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_003627.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003627.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_003627.jsonl,435,9,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_003627/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_003644,full_2026-07-06__rec_003644,Toward a universal foundation model for graph-structured data,,none,paper_type_unclear,docling_ok,ok,pdf,data/full_text_missing_uncertain_retry_2026-07-08/standard_retry/run__rec_003644__Toward_a_universal_foundation_model_for_graph-structured_data/full_text_02_semantic_scholar_title_arxiv_p.pdf,data/docling_uncertain_no_vlm_retry_2026-07-08/documents/run_rec_003644.docling.json,data/docling_uncertain_no_vlm_retry_2026-07-08/markdown/run_rec_003644.md,data/docling_uncertain_no_vlm_retry_2026-07-08/chunks/run_rec_003644.jsonl,104,17,data/docling_uncertain_no_vlm_retry_2026-07-08/figures/run_rec_003644/figures_manifest.json,data/docling_uncertain_no_vlm_retry_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_retry_2026-07-08,1,
rec_003649,full_2026-07-06__rec_003649,HitAnno: Atlas-level cell type annotation based on scATAC-seq data via a hierarchical language model,,none,foundation_model_evidence_unclear,docling_ok,ok,pdf,data/full_text_problem_retry_2026-07-08/chrome_download_remaining/rec_003649_biorxiv_2026.03.10.710729v1.full.pdf,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08/documents/rec_003649_biorxiv_2026_03_10_710729v1_full.docling.json,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08/markdown/rec_003649_biorxiv_2026_03_10_710729v1_full.md,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08/chunks/rec_003649_biorxiv_2026_03_10_710729v1_full.jsonl,86,5,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08/figures/rec_003649_biorxiv_2026_03_10_710729v1_full/figures_manifest.json,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08,1,
rec_003674,full_2026-07-06__rec_003674,Deep Learning Strategies for Representation Learning and Generative Modeling in the Biosciences,,none,mixed_signals,docling_ok,ok,pdf,data/full_text_problem_retry_2026-07-08/chrome_download_remaining/rec_003674_escholarship_qt3kz2n7rt.pdf,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08/documents/rec_003674_escholarship_qt3kz2n7rt.docling.json,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08/markdown/rec_003674_escholarship_qt3kz2n7rt.md,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08/chunks/rec_003674_escholarship_qt3kz2n7rt.jsonl,236,29,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08/figures/rec_003674_escholarship_qt3kz2n7rt/figures_manifest.json,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08,1,
rec_003763,full_2026-07-06__rec_003763,"Escaping the forest: a sparse, interpretable, and foundational neural network alternative for tabular data",,none,mixed_signals,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/retry_batch_120_149/full_2026-07-06__rec_003763__Escaping_the_forest_a_sparse_interpretable_and_foundational_neural_net/full_text_01_openalex_title_pdf_url.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_003763.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003763.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_003763.jsonl,116,11,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_003763/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_003770,full_2026-07-06__rec_003770,Pushing the boundaries of autonomous biological discovery: Bioinformatics,,none,text_component_unclear,docling_ok,ok,html,data/full_text_missing_uncertain_retry_2026-07-08/standard_retry/run__rec_003770__Pushing_the_boundaries_of_autonomous_biological_discovery_Bioinformati/full_text_01_crossref_title_link.html,data/docling_uncertain_html_no_vlm_2026-07-08/documents/html_rec_003770.docling.json,data/docling_uncertain_html_no_vlm_2026-07-08/markdown/html_rec_003770.md,data/docling_uncertain_html_no_vlm_2026-07-08/chunks/html_rec_003770.jsonl,43,,,data/docling_uncertain_html_no_vlm_2026-07-08/manifests/docling_html_manifest.json,data/docling_uncertain_html_no_vlm_2026-07-08,1,
rec_003853,full_2026-07-06__rec_003853,From Modality Translation to Regulatory Reasoning: Interpretable AI for Single-Cell Multi-Omic Systems,,none,paper_type_unclear,docling_ok,ok,pdf,data/full_text_problem_retry_2026-07-08/web_found_pdfs/rec_003853/rec_003853_web_found.pdf,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/documents/rec_003853_web_found.docling.json,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/markdown/rec_003853_web_found.md,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/chunks/rec_003853_web_found.jsonl,782,48,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/figures/rec_003853_web_found/figures_manifest.json,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_problem_retry_no_vlm_2026-07-08,1,
rec_003947,full_2026-07-06__rec_003947,CLIP-IT: CLIP-based Pairing of Histology Images with Privileged Textual Information,,none,mixed_signals,docling_ok,ok,pdf,data/full_text_problem_retry_2026-07-08/web_found_pdfs/rec_003947/rec_003947_web_found.pdf,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/documents/rec_003947_web_found.docling.json,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/markdown/rec_003947_web_found.md,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/chunks/rec_003947_web_found.jsonl,76,7,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/figures/rec_003947_web_found/figures_manifest.json,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_problem_retry_no_vlm_2026-07-08,1,
rec_003954,full_2026-07-06__rec_003954,"Advancing Cancer Prognosis with Hierarchical Fusion of Genomic, Proteomic and Pathology Imaging Data from a Systems Biology Perspective",,none,text_bio_bridge_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/retry2_batch_075_097/full_2026-07-06__rec_003954__Advancing_Cancer_Prognosis_with_Hierarchical_Fusion_of_Genomic_Proteom/full_text_02_semantic_scholar_title_arxiv_p.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_003954.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003954.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_003954.jsonl,118,5,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_003954/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_003985,full_2026-07-06__rec_003985,"Hao Liu1, and Deyi Xiong1, 3 1Tianjin University 2Tsinghua University 3Shenzhen Loop Area Institute",,none,text_bio_bridge_unclear,docling_ok,ok,pdf,data/full_text_problem_retry_2026-07-08/web_found_pdfs/rec_003985/rec_003985_web_found.pdf,data/docling_uncertain_problem_retry2_no_vlm_2026-07-08/documents/rec_003985_web_found.docling.json,data/docling_uncertain_problem_retry2_no_vlm_2026-07-08/markdown/rec_003985_web_found.md,data/docling_uncertain_problem_retry2_no_vlm_2026-07-08/chunks/rec_003985_web_found.jsonl,90,2,data/docling_uncertain_problem_retry2_no_vlm_2026-07-08/figures/rec_003985_web_found/figures_manifest.json,data/docling_uncertain_problem_retry2_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_problem_retry2_no_vlm_2026-07-08,1,
